dedupe_key,source,search_keyword,posting_company_name,title_bracket_text,preferred_company_name,job_title,job_url,location,experience,education,employment_type,deadline,job_sector_text,metadata_text,industry_signals,cs_terms,is_cs_relevant,cs_match_terms,excluded_noise_terms,inferred_industry,industry_reason
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54192920,saramin,고객센터,(주)르샤인앤파트너스,르샤인클리닉,르샤인클리닉,[르샤인클리닉] 강남역 피부센터 중국어 상담실장 (주4일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192920&location=ts&searchword=%EA%B3%A0%EA%B0%9D%EC%84%BC%ED%84%B0&searchType=search&paid_fl=n&search_uuid=cbfec878-e724-47b7-8f0e-3755dbff6802,서울 서초구,경력무관,학력무관,정규직,~ 07/16(목) 입사지원,"상담실장 , 피부과 등록일 26/06/16",서울 서초구 | 경력무관 | 학력무관 | 정규직,healthcare_medical,,false,,,병원/헬스케어,"matched: 클리닉, 피부과"
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54192877,saramin,고객센터,(주)에이치앤엠,여의도,여의도,[여의도] 금융기관 네트워크 엔지니어(중급) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192877&location=ts&searchword=%EA%B3%A0%EA%B0%9D%EC%84%BC%ED%84%B0&searchType=search&paid_fl=n&search_uuid=cbfec878-e724-47b7-8f0e-3755dbff6802,서울 영등포구,신입·경력,초대졸↑,정규직·계약직,~ 07/16(목) 입사지원,"기술지원 , 유지보수 , 정보보안 , 네트워크 , 시스템관리 외 등록일 26/06/16",서울 영등포구 | 신입·경력 | 초대졸↑ | 정규직·계약직,finance_insurance;public_association,,false,,엔지니어;네트워크,금융/보험,matched: 금융
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54192860,saramin,고객센터,(주)짐패스,,(주)짐패스,주식회사 짐패스 일본 배송대행지 운영 및 CS 담당자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192860&location=ts&searchword=%EA%B3%A0%EA%B0%9D%EC%84%BC%ED%84%B0&searchType=search&paid_fl=n&search_uuid=cbfec878-e724-47b7-8f0e-3755dbff6802,서울 금천구,경력무관,학력무관,정규직,~ 07/16(목) 입사지원,"콜센터/고객센터 , 상담원 , 인바운드 , 전화상담 , 고객관리 외 등록일 26/06/16",서울 금천구 | 경력무관 | 학력무관 | 정규직,logistics_delivery,고객센터;상담원;인바운드;콜센터;CS;전화상담,true,고객센터;상담원;인바운드;콜센터;CS;전화상담,,물류/배송,"matched: 배송, 배송대행"
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54192823,saramin,고객센터,(주)더진엠씨,더진엠씨,더진엠씨,[더진엠씨] CS / 수발주 담당 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192823&location=ts&searchword=%EA%B3%A0%EA%B0%9D%EC%84%BC%ED%84%B0&searchType=search&paid_fl=n&search_uuid=cbfec878-e724-47b7-8f0e-3755dbff6802,서울 서초구,경력무관,학력무관,정규직,~ 07/16(목) 입사지원,"상담원 , 고객관리 , 영업지원 , 수/발주 , 전자상거래 외 등록일 26/06/16",서울 서초구 | 경력무관 | 학력무관 | 정규직,manufacturing_after_service,상담원;CS,true,상담원;CS,,제조/유통,matched: 전자
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54192802,saramin,고객센터,(주)유비소시어스,,(주)유비소시어스,"교육 플랫폼 전문기업, 일본 테크/AI 교육사업 리더 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192802&location=ts&searchword=%EA%B3%A0%EA%B0%9D%EC%84%BC%ED%84%B0&searchType=search&paid_fl=n&search_uuid=cbfec878-e724-47b7-8f0e-3755dbff6802,서울 강남구,경력7년↑,초대졸↑,정규직,~ 07/01(수) 입사지원,"사업개발 , 사회교육 등록일 26/06/16",서울 강남구 | 경력7년↑ | 초대졸↑ | 정규직,education;it_platform_saas,,false,,,교육/학원,matched: 교육
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54192725,saramin,고객센터,에스엠서치플러스(주),,에스엠서치플러스(주),중앙역 [8월말/9월말 택1] LG전자 콜센터 AS접수상담 -M20,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192725&location=ts&searchword=%EA%B3%A0%EA%B0%9D%EC%84%BC%ED%84%B0&searchType=search&paid_fl=n&search_uuid=cbfec878-e724-47b7-8f0e-3755dbff6802,부산 중구,경력무관,학력무관,정규직·계약직,~ 07/01(수) 입사지원,"콜센터/고객센터 , 상담원 , 인바운드 , 전화상담 , 고객관리 외 등록일 26/06/16",부산 중구 | 경력무관 | 학력무관 | 정규직·계약직,rental_subscription_as;manufacturing_after_service,고객센터;상담원;인바운드;콜센터;AS;전화상담,true,고객센터;상담원;인바운드;콜센터;AS접수;전화상담,,렌탈/구독/AS,"matched: AS, AS접수"
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54192724,saramin,고객센터,에스엠서치플러스(주),,에스엠서치플러스(주),연산역 [정착금50만] NH농협카드 대표번호 CS상담 (영업X) -M30,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192724&location=ts&searchword=%EA%B3%A0%EA%B0%9D%EC%84%BC%ED%84%B0&searchType=search&paid_fl=n&search_uuid=cbfec878-e724-47b7-8f0e-3755dbff6802,부산 연제구,경력무관,학력무관,정규직,채용시 입사지원,"콜센터/고객센터 , 상담원 , 인바운드 , 전화상담 , 고객관리 외 등록일 26/06/16",부산 연제구 | 경력무관 | 학력무관 | 정규직,finance_insurance,고객센터;상담원;인바운드;콜센터;CS;전화상담,true,고객센터;상담원;인바운드;콜센터;CS;전화상담,,금융/보험,"matched: 카드, 농협"
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54192681,saramin,고객센터,(주)트랜스코스모스코리아,초보가능/평일근무,초보가능/평일근무,[초보가능/평일근무] 다이슨 제품 이용 문의 상담(영업X) MQc5,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192681&location=ts&searchword=%EA%B3%A0%EA%B0%9D%EC%84%BC%ED%84%B0&searchType=search&paid_fl=n&search_uuid=cbfec878-e724-47b7-8f0e-3755dbff6802,서울 용산구,경력무관,학력무관,정규직,~ 06/26(금) 입사지원,"콜센터/고객센터 , 상담원 , 인바운드 , 전화상담 , 고객관리 외 등록일 26/06/16",서울 용산구 | 경력무관 | 학력무관 | 정규직,,고객센터;상담원;인바운드;콜센터;전화상담,true,고객센터;상담원;인바운드;콜센터;전화상담,,렌탈/구독/AS,matched: 다이슨
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54192661,saramin,고객센터,(주)삼구에프에스,주,주,"(주)삼구에프에스 구내식당 조리원 채용 (일 6시간, 주 6일)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192661&location=ts&searchword=%EA%B3%A0%EA%B0%9D%EC%84%BC%ED%84%B0&searchType=search&paid_fl=n&search_uuid=cbfec878-e724-47b7-8f0e-3755dbff6802,충북 진천군,경력무관,학력무관,파견직 (정규직 전환가능)·파견직,~ 07/16(목) 입사지원,"조리사 , 식품·푸드 , 구내식당 등록일 26/06/16",충북 진천군 | 경력무관 | 학력무관 | 파견직 (정규직 전환가능)·파견직 | 180 만원,food_beverage,,false,,조리;구내식당,외식/서비스,matched: 식당
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54192660,saramin,고객센터,(주)유니코써치,헬스케어 푸드 기업,헬스케어 푸드 기업,[헬스케어 푸드 기업] 조리 담당,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192660&location=ts&searchword=%EA%B3%A0%EA%B0%9D%EC%84%BC%ED%84%B0&searchType=search&paid_fl=n&search_uuid=cbfec878-e724-47b7-8f0e-3755dbff6802,서울 양천구,경력 2~5년,학력무관,정규직,~ 07/01(수) 입사지원,"조리사 , 케이터링 , 급식소 , 식당 , 주방 외 등록일 26/06/16",서울 양천구 | 경력 2~5년 | 학력무관 | 정규직,rental_subscription_as;food_beverage,,false,,조리,병원/헬스케어,matched: 헬스케어
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54192577,saramin,고객센터,(주)케이엠에스테크놀로지,,(주)케이엠에스테크놀로지,IT 보안 솔루션 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192577&location=ts&searchword=%EA%B3%A0%EA%B0%9D%EC%84%BC%ED%84%B0&searchType=search&paid_fl=n&search_uuid=87c1f114-9702-4377-a88b-de904623b2a8,서울 강남구,경력 1~7년,초대졸↑,정규직,채용시 입사지원,"기술지원 , 보안컨설팅 , 정보보안 , IT컨설팅 , 네트워크 외 등록일 26/06/16",서울 강남구 | 경력 1~7년 | 초대졸↑ | 정규직,it_platform_saas,,false,,엔지니어,IT/SaaS/플랫폼,"matched: IT, SaaS, saas, 솔루션, 테크"
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54192542,saramin,고객센터,(주)타임인아웃,Timeinout,Timeinout,[Timeinout] CX 매니저 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192542&location=ts&searchword=%EA%B3%A0%EA%B0%9D%EC%84%BC%ED%84%B0&searchType=search&paid_fl=n&search_uuid=87c1f114-9702-4377-a88b-de904623b2a8,서울 구로구,경력무관,학력무관,정규직,~ 07/16(목) 입사지원,"콜센터/고객센터 , 고객관리 , CS , QA/테스터 , 고객안내 외 수정일 26/06/16",서울 구로구 | 경력무관 | 학력무관 | 정규직,,고객센터;콜센터;CS,true,고객센터;콜센터;CS,,기타/불명,명확한 산업 키워드 없음
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54192536,saramin,고객센터,(주)라뜰리에,대기업사옥,대기업사옥,[대기업사옥]VVIP임원테이블 조리 직급 채용(주말휴무),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192536&location=ts&searchword=%EA%B3%A0%EA%B0%9D%EC%84%BC%ED%84%B0&searchType=search&paid_fl=n&search_uuid=87c1f114-9702-4377-a88b-de904623b2a8,경기 성남시 분당구,경력10년↑,학력무관,계약직,~ 06/26(금) 입사지원,"매장매니저 , 소믈리에 , 안내데스크 , 조리사 , 주방보조 외 등록일 26/06/16",경기 성남시 분당구 | 경력10년↑ | 학력무관 | 계약직,,,false,,조리,기타/불명,명확한 산업 키워드 없음
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54192467,saramin,고객센터,에스에프익스프레스(주),외국계 물류기업,외국계 물류기업,[외국계 물류기업] 수원비즈니스센터 배송업무 담당자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192467&location=ts&searchword=%EA%B3%A0%EA%B0%9D%EC%84%BC%ED%84%B0&searchType=search&paid_fl=n&search_uuid=87c1f114-9702-4377-a88b-de904623b2a8,경기 수원시 영통구,경력무관,고졸↑,계약직,~ 07/16(목) 입사지원,"배송기사 , 택배기사 , 항공운송 , 국제물류 , 국제특송 외 등록일 26/06/16",경기 수원시 영통구 | 경력무관 | 고졸↑ | 계약직,logistics_delivery;travel_leisure,,false,,,물류/배송,"matched: 물류, 배송, 택배, 운송"
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54192461,saramin,고객센터,(주)오티에스테크놀러지,,(주)오티에스테크놀러지,반도체 전자계측기 프로그램 엔지니어 모집(Labview),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192461&location=ts&searchword=%EA%B3%A0%EA%B0%9D%EC%84%BC%ED%84%B0&searchType=search&paid_fl=n&search_uuid=87c1f114-9702-4377-a88b-de904623b2a8,서울 강동구,신입·경력,초대졸↑,정규직,~ 07/16(목) 입사지원,"인터페이스 , C# , LabVIEW , 반도체 , 소프트웨어 외 수정일 26/06/16","서울 강동구 | 신입·경력 | 초대졸↑ | 정규직 | 3,600 만원",it_platform_saas;manufacturing_after_service,,false,,엔지니어,IT/SaaS/플랫폼,"matched: IT, SaaS, saas, 소프트웨어, 테크"
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54192419,saramin,고객센터,에스에프익스프레스(주),외국계 물류기업,외국계 물류기업,[외국계 물류기업] 통관 사무직 담당자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192419&location=ts&searchword=%EA%B3%A0%EA%B0%9D%EC%84%BC%ED%84%B0&searchType=search&paid_fl=n&search_uuid=87c1f114-9702-4377-a88b-de904623b2a8,인천 중구,경력무관,초대졸↑,정규직,~ 07/16(목) 입사지원,"항공운송 , 물류관리 , 물류사무원 , 보세사 , 국제물류 외 등록일 26/06/16",인천 중구 | 경력무관 | 초대졸↑ | 정규직,logistics_delivery;travel_leisure,,false,,,물류/배송,"matched: 물류, 운송"
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54192400,saramin,고객센터,(주)아정네트웍스,아정당부동산,아정당부동산,[아정당부동산] 자체 오프라인 지점 관리 및 회사 부동산 운영 중개사,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192400&location=ts&searchword=%EA%B3%A0%EA%B0%9D%EC%84%BC%ED%84%B0&searchType=search&paid_fl=n&search_uuid=87c1f114-9702-4377-a88b-de904623b2a8,서울 강남구,경력무관,학력무관,프리랜서,~ 09/13(일) 홈페이지 지원,"공인중개사 , 중개보조원 , 부동산 , 전자상거래 수정일 26/06/16",서울 강남구 | 경력무관 | 학력무관 | 프리랜서,manufacturing_after_service;real_estate_housing,,false,,,제조/유통,matched: 전자
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54192374,saramin,고객센터,에스에프익스프레스(주),외국계 물류기업,외국계 물류기업,[외국계 물류기업] HUB 물류업무 담당자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192374&location=ts&searchword=%EA%B3%A0%EA%B0%9D%EC%84%BC%ED%84%B0&searchType=search&paid_fl=n&search_uuid=87c1f114-9702-4377-a88b-de904623b2a8,인천 중구,경력무관,고졸↑,계약직,~ 07/16(목) 입사지원,"물류관리 , 창고관리 , 입고/입하 , 집하/분류 , 패킹(포장) 외 등록일 26/06/16",인천 중구 | 경력무관 | 고졸↑ | 계약직,logistics_delivery,,false,,,물류/배송,"matched: 물류, 입고"
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54192341,saramin,고객센터,피플잡(주),,피플잡(주),KT[서신동/정규직/통신비] 고객센터 (AS상담) 인바운드 사원채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192341&location=ts&searchword=%EA%B3%A0%EA%B0%9D%EC%84%BC%ED%84%B0&searchType=search&paid_fl=n&search_uuid=87c1f114-9702-4377-a88b-de904623b2a8,전북 전주시 덕진구,경력무관,고졸↑,정규직,~ 07/16(목) 입사지원,"콜센터/고객센터 , 상담원 , 인바운드 , 전화상담 , 고객관리 외 등록일 26/06/16",전북 전주시 덕진구 | 경력무관 | 고졸↑ | 정규직,rental_subscription_as;telecom_media,고객센터;상담원;인바운드;콜센터;AS;전화상담,true,고객센터;상담원;인바운드;콜센터;전화상담,,통신,"matched: 통신, KT"
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54192336,saramin,고객센터,에스엠서치플러스(주),,에스엠서치플러스(주),"삼성역 [야근X] 다올저축은행(구, 유진) 대표번호 CS상담 -MM",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192336&location=ts&searchword=%EA%B3%A0%EA%B0%9D%EC%84%BC%ED%84%B0&searchType=search&paid_fl=n&search_uuid=87c1f114-9702-4377-a88b-de904623b2a8,서울 강남구,경력무관,학력무관,정규직,채용시 입사지원,"콜센터/고객센터 , 상담원 , 인바운드 , 전화상담 , 고객관리 외 수정일 26/06/16",서울 강남구 | 경력무관 | 학력무관 | 정규직,finance_insurance,고객센터;상담원;인바운드;콜센터;CS;전화상담,true,고객센터;상담원;인바운드;콜센터;CS;전화상담,,금융/보험,matched: 은행
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54192327,saramin,고객센터,(주)무신사,,(주)무신사,Digital Textile Printing 운영 관리자 (무신사로지스틱스),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192327&location=ts&searchword=%EA%B3%A0%EA%B0%9D%EC%84%BC%ED%84%B0&searchType=search&paid_fl=n&search_uuid=87c1f114-9702-4377-a88b-de904623b2a8,경기 여주시,경력5년↑,대졸↑,정규직,상시채용 홈페이지 지원,"섬유/의류 , 생산기술 , 소프트웨어개발 등록일 26/06/16",경기 여주시 | 경력5년↑ | 대졸↑ | 정규직,it_platform_saas;beauty_fashion,,false,,,IT/SaaS/플랫폼,"matched: IT, SaaS, saas, 소프트웨어"
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54192303,saramin,고객센터,(주)에이치주택관리,주,주,(주)에이치주택관리 사업지원본부 경력직 모집 [CS경력자],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192303&location=ts&searchword=%EA%B3%A0%EA%B0%9D%EC%84%BC%ED%84%B0&searchType=search&paid_fl=n&search_uuid=87c1f114-9702-4377-a88b-de904623b2a8,서울 구로구,경력4년↑,고졸↑,기간제·계약직,~ 07/16(목) 입사지원,"문서작성 , 전화응대 , 고객응대 , 시설관리 등록일 26/06/16","서울 구로구 | 경력4년↑ | 고졸↑ | 기간제·계약직 | 3,300 만원",,고객응대;CS,true,CS;고객응대,,기타/불명,명확한 산업 키워드 없음
https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54192298,saramin,고객센터,에스에프익스프레스(주),외국계 물류기업,외국계 물류기업,[외국계 물류기업] 강서3PL 물류업무담당자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192298&location=ts&searchword=%EA%B3%A0%EA%B0%9D%EC%84%BC%ED%84%B0&searchType=search&paid_fl=n&search_uuid=87c1f114-9702-4377-a88b-de904623b2a8,서울 관악구,경력무관,고졸↑,계약직,~ 07/16(목) 입사지원,"항공운송 , 재고관리 , 국제물류 , 입고/입하 , 출고/출하 외 등록일 26/06/16",서울 관악구 | 경력무관 | 고졸↑ | 계약직,logistics_delivery;travel_leisure,,false,,,물류/배송,"matched: 물류, 운송, 출고, 입고"
